Game Length,Player Movement,Die Rolls,Snakes and Ladders
54,"[0, 6, 10, 14, 15, 16, 19, 23, 25, 26, 31, 33, 34, 36, 42, 43, 46, 52, 57, 19, 20, 24, 27, 31, 33, 36, 40, 41, 43, 48, 34, 35, 41, 44, 47, 48, 53, 59, 65, 68, 72, 77, 83, 88, 73, 74, 75, 79, 83, 86, 88, 90, 73, 75, 100]","[6, 4, 4, 1, 1, 3, 4, 2, 1, 5, 2, 1, 2, 6, 1, 3, 6, 5, 5, 1, 4, 3, 4, 2, 3, 4, 1, 2, 5, 6, 1, 6, 3, 3, 1, 5, 6, 6, 3, 4, 5, 6, 5, 5, 1, 1, 4, 4, 3, 2, 2, 3, 2, 5]",S-62 S-54 S-93 S-93 L-80 
94,"[0, 2, 5, 10, 13, 19, 23, 84, 88, 73, 78, 81, 84, 88, 94, 79, 83, 84, 90, 73, 79, 81, 85, 88, 73, 79, 85, 24, 84, 85, 89, 75, 81, 24, 29, 30, 32, 35, 38, 41, 46, 49, 55, 59, 60, 63, 68, 73, 74, 75, 76, 79, 84, 86, 24, 25, 27, 30, 36, 38, 41, 43, 46, 48, 67, 73, 76, 78, 83, 85, 90, 96, 97, 3, 14, 18, 23, 25, 29, 32, 37, 42, 46, 52, 53, 59, 60, 60, 60, 63, 66, 67, 91, 75, 100]","[2, 3, 5, 3, 6, 4, 5, 4, 5, 5, 3, 3, 4, 6, 4, 4, 1, 6, 3, 6, 2, 4, 3, 5, 6, 6, 2, 4, 1, 4, 6, 6, 6, 5, 1, 2, 3, 3, 3, 5, 3, 6, 4, 5, 3, 5, 5, 1, 1, 1, 3, 5, 2, 1, 1, 2, 3, 6, 2, 3, 2, 3, 2, 3, 6, 3, 2, 5, 2, 5, 6, 1, 6, 1, 4, 5, 2, 4, 3, 5, 5, 4, 6, 1, 6, 1, 4, 4, 3, 3, 1, 4, 4, 5]",L-28 S-93 S-98 S-93 S-93 S-87 L-28 S-95 S-87 S-64 S-87 L-51 L-4 S-64 S-64 L-71 S-95 L-80 
128,"[0, 5, 10, 14, 15, 7, 13, 15, 19, 22, 27, 84, 89, 94, 99, 14, 15, 16, 19, 25, 31, 33, 38, 39, 42, 43, 45, 49, 52, 55, 61, 19, 42, 44, 47, 67, 69, 75, 79, 85, 90, 96, 38, 40, 43, 44, 46, 50, 52, 57, 60, 61, 67, 91, 97, 2, 3, 5, 10, 11, 13, 16, 42, 48, 52, 58, 19, 42, 46, 48, 50, 34, 38, 39, 44, 45, 67, 70, 91, 92, 97, 38, 42, 47, 52, 57, 63, 65, 91, 75, 81, 83, 88, 73, 76, 82, 83, 24, 25, 26, 27, 30, 36, 38, 39, 41, 46, 49, 53, 57, 58, 19, 25, 29, 30, 36, 40, 43, 46, 67, 72, 75, 81, 82, 86, 88, 94, 99, 100]","[5, 5, 4, 1, 2, 6, 2, 4, 3, 5, 1, 5, 5, 5, 5, 1, 1, 3, 6, 6, 2, 5, 1, 3, 1, 2, 4, 3, 3, 6, 1, 2, 2, 3, 4, 2, 6, 4, 6, 5, 6, 5, 2, 3, 1, 2, 4, 2, 5, 3, 1, 6, 4, 6, 5, 1, 2, 5, 1, 2, 3, 5, 6, 4, 6, 4, 2, 4, 2, 2, 4, 4, 1, 5, 1, 6, 3, 1, 1, 5, 4, 4, 5, 5, 5, 6, 2, 6, 4, 6, 2, 5, 5, 3, 6, 1, 4, 1, 1, 1, 3, 6, 2, 1, 2, 5, 3, 4, 4, 1, 4, 6, 4, 1, 6, 4, 3, 3, 5, 5, 3, 6, 1, 4, 2, 6, 5, 1]",S-17 L-28 L-4 S-62 L-21 L-51 L-1 L-71 L-21 S-62 L-21 S-54 L-51 L-71 L-1 L-71 S-95 S-93 S-87 S-62 L-51 
17,"[0, 14, 16, 42, 47, 50, 67, 72, 77, 78, 79, 83, 86, 89, 75, 77, 79, 100]","[4, 2, 5, 5, 3, 1, 5, 5, 1, 1, 4, 3, 3, 6, 2, 2, 1]",L-4 L-21 L-51 S-95 L-80 
35,"[0, 6, 11, 12, 14, 16, 7, 8, 31, 32, 38, 40, 43, 49, 34, 40, 46, 52, 57, 59, 60, 60, 63, 65, 66, 91, 97, 79, 81, 84, 88, 91, 73, 76, 79, 100]","[6, 5, 1, 2, 2, 1, 1, 1, 1, 6, 2, 3, 6, 5, 6, 6, 6, 5, 2, 5, 4, 3, 2, 1, 5, 6, 1, 2, 3, 4, 3, 2, 3, 3, 1]",S-17 L-9 S-54 S-64 S-64 L-71 S-98 S-93 L-80 
30,"[0, 6, 11, 13, 14, 16, 42, 44, 50, 56, 58, 63, 68, 69, 73, 79, 84, 85, 91, 97, 79, 83, 84, 89, 75, 81, 82, 88, 90, 75, 100]","[6, 5, 2, 1, 2, 5, 2, 6, 6, 2, 5, 5, 1, 4, 6, 5, 1, 6, 6, 1, 4, 1, 5, 6, 6, 1, 6, 2, 5, 5]",L-21 S-98 S-95 S-95 L-80 
37,"[0, 5, 6, 31, 36, 38, 40, 41, 43, 48, 34, 39, 44, 46, 49, 53, 57, 59, 61, 60, 65, 68, 91, 73, 74, 75, 81, 85, 86, 89, 73, 76, 79, 84, 88, 73, 79, 100]","[5, 1, 3, 5, 2, 2, 1, 2, 5, 6, 5, 5, 2, 3, 4, 4, 2, 2, 3, 5, 3, 3, 2, 1, 1, 6, 4, 1, 3, 4, 3, 3, 5, 4, 5, 6, 1]",L-9 S-54 S-64 L-71 S-93 S-93 S-93 L-80 
34,"[0, 3, 31, 37, 42, 44, 49, 67, 69, 75, 81, 84, 86, 92, 94, 75, 78, 82, 84, 85, 91, 75, 81, 85, 89, 91, 75, 79, 81, 84, 89, 91, 73, 78, 100]","[3, 6, 6, 5, 2, 5, 2, 2, 6, 6, 3, 2, 6, 2, 1, 3, 4, 2, 1, 6, 4, 6, 4, 4, 2, 4, 4, 2, 3, 5, 2, 2, 5, 2]",L-9 L-51 S-95 S-95 S-95 S-93 L-80 
57,"[0, 6, 12, 13, 19, 42, 44, 50, 53, 56, 58, 60, 65, 67, 68, 72, 78, 82, 85, 91, 73, 78, 82, 88, 92, 79, 84, 85, 88, 92, 75, 78, 81, 24, 27, 33, 39, 41, 47, 49, 52, 53, 34, 37, 40, 44, 49, 67, 68, 69, 72, 74, 79, 84, 88, 91, 96, 100]","[6, 6, 1, 6, 2, 2, 6, 3, 3, 2, 2, 5, 2, 1, 4, 6, 4, 3, 6, 2, 5, 4, 6, 4, 6, 5, 1, 3, 4, 3, 3, 3, 6, 3, 6, 6, 2, 6, 2, 3, 1, 1, 3, 3, 4, 5, 2, 1, 1, 3, 2, 5, 5, 4, 3, 5, 4]",L-21 S-93 S-98 S-95 S-87 S-54 L-51 
82,"[0, 2, 3, 5, 31, 36, 40, 44, 46, 48, 53, 55, 58, 61, 63, 60, 66, 72, 75, 78, 84, 90, 92, 97, 79, 84, 90, 73, 76, 82, 88, 91, 94, 97, 3, 6, 7, 10, 11, 14, 15, 20, 24, 25, 30, 33, 37, 38, 41, 42, 47, 67, 91, 92, 96, 97, 3, 7, 12, 7, 31, 36, 40, 43, 46, 50, 52, 34, 35, 38, 44, 49, 50, 67, 68, 73, 75, 81, 86, 90, 92, 94, 100]","[2, 1, 2, 4, 5, 4, 4, 2, 2, 5, 2, 3, 3, 2, 1, 6, 6, 3, 3, 6, 6, 2, 5, 1, 5, 6, 3, 3, 6, 6, 3, 3, 3, 6, 3, 1, 3, 1, 3, 1, 5, 4, 1, 5, 3, 4, 1, 3, 1, 5, 4, 4, 1, 4, 1, 6, 4, 5, 5, 2, 5, 4, 3, 3, 4, 2, 2, 1, 3, 6, 5, 1, 1, 1, 5, 2, 6, 5, 4, 2, 2, 6]",L-9 S-64 S-98 S-93 L-51 L-71 S-17 L-9 S-54 L-51 
20,"[0, 14, 19, 22, 27, 33, 36, 37, 42, 44, 46, 50, 52, 58, 60, 66, 68, 70, 74, 76, 100]","[4, 5, 3, 5, 6, 3, 1, 5, 2, 2, 4, 2, 6, 2, 6, 2, 2, 4, 2, 4]",L-4 L-80 
39,"[0, 38, 42, 43, 45, 49, 55, 61, 66, 69, 72, 73, 78, 84, 88, 90, 94, 99, 2, 5, 7, 8, 12, 18, 24, 29, 35, 39, 41, 42, 46, 49, 34, 38, 44, 45, 67, 72, 74, 100]","[1, 4, 1, 2, 4, 6, 6, 5, 3, 3, 1, 5, 6, 4, 2, 4, 5, 3, 3, 2, 1, 4, 6, 6, 5, 6, 4, 2, 1, 4, 3, 5, 4, 6, 1, 6, 5, 2, 6]",L-1 S-54 L-51 L-80 
22,"[0, 14, 15, 7, 13, 15, 18, 22, 26, 27, 30, 33, 39, 44, 49, 55, 57, 60, 66, 68, 72, 77, 100]","[4, 1, 2, 6, 2, 3, 4, 4, 1, 3, 3, 6, 5, 5, 6, 2, 3, 6, 2, 4, 5, 3]",L-4 S-17 L-80 
25,"[0, 5, 6, 10, 11, 7, 10, 12, 7, 10, 11, 16, 42, 48, 49, 50, 52, 55, 61, 19, 25, 84, 89, 92, 97, 100]","[5, 1, 4, 1, 6, 3, 2, 5, 3, 1, 5, 5, 6, 1, 1, 2, 3, 6, 1, 6, 3, 5, 3, 5, 3]",S-17 S-17 L-21 S-62 L-28 
75,"[0, 2, 5, 10, 15, 18, 23, 27, 31, 37, 40, 42, 45, 47, 52, 34, 37, 43, 44, 50, 52, 55, 59, 60, 61, 66, 70, 91, 97, 38, 40, 45, 50, 52, 57, 60, 63, 69, 91, 97, 38, 41, 45, 50, 67, 72, 78, 79, 84, 89, 73, 75, 81, 83, 85, 91, 73, 79, 82, 24, 30, 32, 38, 41, 46, 48, 53, 55, 56, 60, 60, 65, 69, 75, 79, 100]","[2, 3, 5, 5, 3, 5, 4, 4, 6, 3, 2, 3, 2, 5, 2, 3, 6, 1, 6, 2, 3, 4, 5, 1, 5, 4, 1, 6, 4, 2, 5, 5, 2, 5, 3, 3, 6, 2, 6, 4, 3, 4, 5, 1, 5, 6, 1, 5, 5, 4, 2, 6, 2, 2, 6, 2, 6, 3, 5, 6, 2, 6, 3, 5, 2, 5, 2, 1, 4, 4, 5, 4, 6, 4, 1]",S-54 S-64 L-71 L-1 L-71 L-1 L-51 S-93 S-93 S-87 S-64 L-80 
12,"[0, 5, 7, 13, 18, 22, 27, 84, 85, 88, 90, 75, 100]","[5, 2, 6, 5, 4, 5, 1, 1, 3, 2, 5, 5]",L-28 S-95 L-80 
22,"[0, 14, 15, 16, 19, 24, 30, 36, 38, 40, 42, 48, 67, 91, 96, 79, 83, 89, 90, 96, 97, 79, 100]","[4, 1, 1, 3, 5, 6, 6, 2, 2, 2, 6, 3, 4, 5, 2, 4, 6, 1, 6, 1, 1, 1]",L-4 L-51 L-71 S-98 S-98 L-80 
73,"[0, 14, 7, 11, 7, 11, 12, 16, 18, 20, 25, 31, 36, 40, 43, 46, 49, 55, 59, 63, 69, 91, 94, 97, 2, 8, 31, 34, 40, 44, 50, 52, 34, 38, 43, 49, 50, 52, 55, 60, 19, 42, 43, 49, 67, 73, 76, 81, 86, 91, 97, 79, 83, 84, 89, 73, 76, 82, 86, 92, 73, 78, 84, 88, 91, 92, 73, 75, 79, 83, 86, 90, 96, 100]","[4, 3, 4, 6, 4, 1, 4, 2, 2, 5, 6, 5, 4, 3, 3, 3, 6, 4, 4, 6, 2, 3, 3, 5, 6, 1, 3, 6, 4, 6, 2, 2, 4, 5, 6, 1, 2, 3, 5, 2, 2, 1, 6, 2, 6, 3, 5, 5, 5, 6, 1, 4, 1, 5, 4, 3, 6, 4, 6, 1, 5, 6, 4, 3, 1, 1, 2, 4, 4, 3, 4, 6, 4]",L-4 S-17 S-17 L-71 L-9 S-54 S-62 L-21 L-51 S-98 S-93 S-93 S-93 
26,"[0, 5, 8, 14, 7, 31, 33, 34, 39, 41, 42, 44, 50, 53, 58, 60, 19, 42, 48, 52, 57, 59, 65, 68, 70, 76, 100]","[5, 3, 6, 3, 2, 2, 1, 5, 2, 1, 2, 6, 3, 5, 6, 2, 2, 6, 4, 5, 2, 6, 3, 2, 6, 4]",S-17 L-9 S-64 S-62 L-21 L-80 
14,"[0, 6, 10, 14, 15, 7, 13, 16, 42, 47, 50, 67, 73, 76, 100]","[6, 4, 4, 1, 2, 6, 3, 5, 5, 3, 1, 6, 3, 4]",S-17 L-21 L-51 L-80 
139,"[0, 6, 12, 16, 20, 23, 84, 90, 73, 75, 81, 83, 88, 94, 97, 79, 84, 89, 94, 96, 97, 38, 43, 48, 49, 55, 59, 60, 65, 66, 72, 76, 78, 84, 90, 73, 78, 84, 90, 75, 77, 81, 85, 89, 92, 79, 83, 84, 89, 94, 96, 79, 84, 88, 90, 94, 97, 3, 6, 8, 11, 14, 15, 7, 10, 13, 15, 19, 25, 84, 89, 94, 79, 81, 83, 88, 73, 77, 78, 83, 24, 84, 90, 92, 73, 75, 77, 78, 84, 85, 89, 92, 97, 2, 7, 8, 11, 13, 19, 22, 24, 26, 30, 31, 32, 36, 42, 47, 50, 67, 69, 72, 74, 78, 84, 85, 89, 92, 73, 79, 85, 24, 26, 30, 34, 37, 38, 39, 41, 45, 49, 53, 58, 63, 68, 70, 74, 75, 79, 100]","[6, 6, 4, 4, 3, 5, 6, 3, 2, 6, 2, 5, 6, 3, 1, 5, 5, 5, 2, 1, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 2, 6, 6, 3, 5, 6, 6, 5, 2, 4, 4, 4, 3, 6, 4, 1, 5, 5, 2, 2, 5, 4, 2, 4, 3, 6, 3, 2, 3, 3, 1, 2, 3, 3, 2, 4, 6, 3, 5, 5, 4, 2, 2, 5, 5, 4, 1, 5, 4, 4, 6, 2, 1, 2, 2, 1, 6, 1, 4, 3, 5, 5, 5, 1, 3, 2, 6, 3, 2, 2, 4, 1, 1, 4, 6, 5, 3, 1, 2, 3, 2, 4, 6, 1, 4, 3, 1, 6, 6, 2, 2, 4, 4, 3, 1, 1, 2, 4, 4, 4, 5, 5, 5, 2, 4, 1, 4, 1]",L-28 S-93 S-98 L-1 S-64 S-93 S-95 S-98 S-98 S-17 L-28 S-98 S-93 S-87 L-28 S-93 L-51 S-93 S-87 L-80 
66,"[0, 38, 44, 49, 53, 58, 60, 19, 20, 24, 29, 35, 38, 40, 41, 42, 43, 49, 67, 69, 75, 77, 78, 79, 81, 24, 84, 24, 25, 31, 36, 38, 43, 49, 52, 34, 39, 45, 48, 34, 35, 38, 41, 47, 49, 67, 70, 74, 75, 78, 84, 89, 75, 78, 83, 86, 88, 73, 74, 79, 84, 88, 91, 75, 76, 79, 100]","[1, 6, 5, 4, 5, 2, 2, 1, 4, 5, 6, 3, 2, 1, 1, 1, 6, 2, 2, 6, 2, 1, 1, 2, 6, 4, 3, 1, 6, 5, 2, 5, 6, 3, 2, 5, 6, 3, 6, 1, 3, 3, 6, 2, 2, 3, 4, 1, 3, 6, 5, 6, 3, 5, 3, 2, 5, 1, 5, 5, 4, 3, 4, 1, 3, 1]",L-1 S-62 L-51 S-87 L-28 S-87 S-54 S-54 L-51 S-95 S-93 S-95 L-80 
146,"[0, 14, 16, 19, 25, 27, 84, 24, 26, 29, 33, 36, 37, 38, 39, 45, 50, 55, 61, 63, 68, 69, 75, 81, 82, 84, 90, 96, 38, 42, 48, 67, 68, 74, 76, 82, 24, 29, 33, 38, 44, 50, 67, 72, 77, 82, 83, 89, 90, 92, 79, 81, 24, 25, 29, 35, 38, 40, 42, 44, 50, 56, 57, 63, 69, 72, 76, 82, 84, 24, 27, 31, 36, 39, 41, 47, 53, 58, 60, 60, 66, 67, 72, 76, 82, 83, 88, 91, 73, 74, 77, 79, 84, 24, 30, 35, 37, 40, 46, 50, 56, 57, 19, 20, 23, 24, 84, 24, 27, 84, 89, 90, 96, 38, 39, 43, 49, 52, 58, 60, 19, 42, 45, 49, 67, 69, 91, 96, 2, 6, 7, 12, 13, 14, 7, 10, 16, 42, 46, 52, 57, 59, 65, 70, 91, 96, 100]","[4, 2, 3, 6, 2, 1, 3, 2, 3, 4, 3, 1, 1, 1, 6, 5, 5, 6, 2, 5, 1, 6, 6, 1, 2, 6, 6, 5, 4, 6, 3, 1, 6, 2, 6, 5, 5, 4, 5, 6, 6, 1, 5, 5, 5, 1, 6, 1, 2, 6, 2, 6, 1, 4, 6, 3, 2, 2, 2, 6, 6, 1, 6, 6, 3, 4, 6, 2, 3, 3, 4, 5, 3, 2, 6, 6, 5, 6, 4, 6, 1, 5, 4, 6, 1, 5, 3, 2, 1, 3, 2, 5, 3, 6, 5, 2, 3, 6, 4, 6, 1, 5, 1, 3, 1, 4, 3, 3, 1, 5, 1, 6, 5, 1, 4, 6, 3, 6, 6, 2, 2, 3, 4, 2, 2, 2, 5, 6, 4, 1, 5, 1, 1, 3, 3, 6, 5, 4, 6, 5, 2, 6, 5, 1, 5, 4]",L-4 L-28 S-87 L-1 L-51 S-87 L-51 S-98 S-87 S-87 S-64 S-64 S-93 S-87 S-62 L-28 S-87 L-28 L-1 S-64 S-62 L-21 L-51 L-71 S-17 L-21 L-71 
45,"[0, 14, 19, 25, 84, 24, 27, 32, 36, 39, 43, 49, 34, 40, 44, 50, 56, 60, 60, 19, 20, 24, 26, 30, 35, 36, 42, 45, 47, 67, 73, 75, 76, 79, 85, 91, 75, 79, 81, 83, 85, 90, 94, 75, 76, 100]","[4, 5, 6, 3, 3, 3, 5, 4, 3, 4, 6, 5, 6, 4, 6, 6, 4, 4, 2, 1, 4, 2, 4, 5, 1, 6, 3, 2, 4, 6, 2, 1, 3, 6, 6, 4, 4, 2, 2, 2, 5, 4, 1, 1, 4]",L-4 L-28 S-87 S-54 S-64 S-62 L-51 S-95 S-95 L-80 
8,"[0, 14, 20, 42, 45, 67, 73, 77, 100]","[4, 6, 1, 3, 6, 6, 4, 3]",L-4 L-21 L-51 L-80 
73,"[0, 3, 8, 10, 12, 15, 42, 43, 46, 50, 56, 61, 63, 60, 60, 65, 69, 75, 79, 85, 90, 94, 75, 79, 83, 89, 94, 99, 38, 44, 46, 67, 72, 75, 78, 79, 85, 24, 26, 29, 32, 37, 41, 42, 48, 52, 55, 56, 61, 67, 73, 74, 78, 83, 85, 90, 73, 76, 81, 83, 84, 24, 26, 84, 88, 89, 75, 76, 82, 85, 90, 91, 94, 100]","[3, 5, 2, 2, 3, 6, 1, 3, 4, 6, 5, 2, 1, 4, 5, 4, 6, 4, 6, 5, 4, 1, 4, 4, 6, 5, 5, 2, 6, 2, 5, 5, 3, 3, 1, 6, 2, 2, 3, 3, 5, 4, 1, 6, 4, 3, 1, 5, 6, 6, 1, 4, 5, 2, 5, 3, 3, 5, 2, 1, 3, 2, 2, 4, 1, 6, 1, 6, 3, 5, 1, 3, 6]",L-21 S-64 S-64 S-95 L-1 L-51 S-87 S-93 S-87 L-28 S-95 
105,"[0, 5, 11, 7, 12, 14, 19, 25, 29, 30, 34, 37, 38, 39, 45, 67, 69, 70, 72, 73, 77, 82, 84, 85, 24, 26, 31, 37, 39, 44, 50, 53, 56, 60, 19, 25, 29, 32, 37, 38, 41, 47, 53, 57, 61, 19, 24, 27, 29, 30, 31, 33, 35, 37, 41, 44, 45, 67, 70, 73, 79, 85, 90, 96, 99, 14, 15, 20, 42, 43, 47, 49, 34, 36, 37, 43, 47, 67, 72, 73, 77, 78, 83, 84, 90, 91, 75, 77, 83, 89, 75, 77, 78, 84, 88, 92, 73, 78, 81, 84, 86, 91, 92, 75, 76, 100]","[5, 6, 6, 5, 2, 5, 6, 4, 1, 4, 3, 1, 1, 6, 6, 2, 1, 2, 1, 4, 5, 2, 1, 2, 2, 5, 6, 2, 5, 6, 3, 3, 4, 2, 6, 4, 3, 5, 1, 3, 6, 6, 4, 4, 1, 5, 3, 2, 1, 1, 2, 2, 2, 4, 3, 1, 6, 3, 3, 6, 6, 5, 6, 3, 5, 1, 5, 1, 1, 4, 2, 5, 2, 1, 6, 4, 4, 5, 1, 4, 1, 5, 1, 6, 1, 4, 2, 6, 6, 6, 2, 1, 6, 4, 4, 1, 5, 3, 3, 2, 5, 1, 3, 1, 4]",S-17 L-51 S-87 S-62 S-62 L-51 L-4 L-21 S-54 L-51 S-95 S-95 S-93 S-95 L-80 
23,"[0, 2, 3, 14, 19, 25, 84, 85, 90, 75, 77, 82, 24, 29, 35, 37, 39, 42, 47, 49, 67, 73, 79, 100]","[2, 1, 1, 5, 6, 3, 1, 5, 5, 2, 5, 5, 5, 6, 2, 2, 3, 5, 2, 2, 6, 6, 1]",L-4 L-28 S-95 S-87 L-51 L-80 
17,"[0, 6, 11, 12, 16, 18, 24, 27, 32, 37, 39, 44, 49, 67, 73, 74, 77, 100]","[6, 5, 1, 4, 2, 6, 3, 5, 5, 2, 5, 5, 2, 6, 1, 3, 3]",L-51 L-80 
27,"[0, 3, 31, 32, 33, 34, 39, 43, 44, 45, 48, 49, 34, 38, 43, 45, 50, 52, 57, 59, 19, 42, 46, 48, 67, 73, 75, 100]","[3, 6, 1, 1, 1, 5, 4, 1, 1, 3, 1, 5, 4, 5, 2, 5, 2, 5, 2, 3, 2, 4, 2, 3, 6, 2, 5]",L-9 S-54 S-62 L-21 L-51 L-80 
17,"[0, 38, 41, 43, 48, 52, 56, 58, 60, 19, 22, 24, 26, 84, 88, 90, 94, 100]","[1, 3, 2, 5, 4, 4, 2, 6, 2, 3, 2, 2, 2, 4, 2, 4, 6]",L-1 S-64 S-62 L-28 
22,"[0, 6, 8, 11, 12, 14, 7, 13, 7, 13, 7, 12, 13, 15, 18, 24, 26, 84, 89, 73, 74, 75, 100]","[6, 2, 3, 1, 2, 3, 6, 4, 6, 4, 5, 1, 2, 3, 6, 2, 2, 5, 4, 1, 1, 5]",S-17 S-17 S-17 L-28 S-93 L-80 
27,"[0, 2, 6, 31, 34, 39, 42, 45, 49, 34, 40, 43, 45, 49, 34, 36, 41, 43, 47, 52, 55, 59, 60, 61, 67, 73, 77, 100]","[2, 4, 3, 3, 5, 3, 3, 4, 5, 6, 3, 2, 4, 5, 2, 5, 2, 4, 5, 3, 4, 5, 1, 6, 6, 4, 3]",L-9 S-54 S-54 S-64 L-80 
13,"[0, 38, 39, 43, 48, 50, 67, 70, 91, 92, 94, 96, 97, 100]","[1, 1, 4, 5, 2, 1, 3, 1, 1, 2, 2, 1, 3]",L-1 L-51 L-71 
15,"[0, 5, 10, 16, 22, 84, 89, 94, 97, 79, 82, 85, 86, 90, 94, 100]","[5, 5, 6, 6, 6, 5, 5, 3, 1, 3, 3, 1, 4, 4, 6]",L-28 S-98 
15,"[0, 2, 8, 31, 35, 41, 42, 48, 53, 57, 58, 63, 67, 73, 78, 100]","[2, 6, 1, 4, 6, 1, 6, 5, 4, 1, 5, 4, 6, 5, 2]",L-9 L-80 
51,"[0, 38, 43, 44, 50, 53, 34, 40, 46, 52, 53, 34, 35, 37, 40, 43, 49, 50, 56, 60, 60, 60, 19, 20, 22, 26, 32, 35, 37, 40, 41, 45, 49, 55, 60, 60, 19, 25, 30, 34, 40, 45, 50, 52, 58, 59, 60, 66, 67, 70, 75, 100]","[1, 5, 1, 6, 3, 1, 6, 6, 6, 1, 1, 1, 2, 3, 3, 6, 1, 6, 4, 4, 4, 2, 1, 2, 4, 6, 3, 2, 3, 1, 4, 4, 6, 5, 4, 2, 6, 5, 4, 6, 5, 5, 2, 6, 1, 5, 6, 1, 3, 5, 5]",L-1 S-54 S-54 S-64 S-64 S-62 S-64 S-62 S-64 L-80 
81,"[0, 2, 3, 7, 13, 7, 8, 12, 14, 16, 7, 12, 14, 7, 11, 15, 42, 43, 45, 49, 53, 55, 61, 19, 23, 24, 26, 32, 38, 40, 43, 46, 52, 55, 58, 63, 69, 72, 73, 79, 81, 85, 90, 94, 75, 81, 83, 86, 88, 91, 73, 79, 83, 88, 94, 96, 2, 7, 8, 14, 15, 7, 12, 7, 31, 37, 40, 42, 47, 53, 56, 60, 66, 68, 91, 94, 79, 85, 89, 94, 75, 100]","[2, 1, 4, 6, 4, 1, 4, 2, 2, 1, 5, 2, 3, 4, 4, 6, 1, 2, 4, 4, 2, 6, 1, 4, 1, 2, 6, 6, 2, 3, 3, 6, 3, 3, 5, 6, 3, 1, 6, 2, 4, 5, 4, 1, 6, 2, 3, 2, 3, 2, 6, 4, 5, 6, 2, 6, 5, 1, 6, 1, 2, 5, 5, 2, 6, 3, 2, 5, 6, 3, 4, 6, 2, 3, 3, 4, 6, 4, 5, 1, 5]",S-17 S-17 S-17 L-21 S-62 S-95 S-93 S-17 S-17 L-9 L-71 S-98 S-95 L-80 
80,"[0, 2, 6, 12, 13, 15, 19, 20, 42, 44, 48, 53, 56, 19, 20, 42, 46, 52, 34, 36, 40, 45, 49, 34, 37, 43, 45, 48, 67, 72, 74, 78, 79, 84, 85, 91, 97, 79, 84, 86, 92, 79, 81, 85, 24, 84, 85, 89, 91, 94, 96, 79, 85, 89, 90, 94, 97, 38, 40, 41, 42, 43, 45, 46, 49, 34, 38, 41, 46, 52, 53, 57, 61, 66, 69, 73, 79, 84, 90, 94, 100]","[2, 4, 6, 1, 2, 4, 1, 1, 2, 4, 5, 3, 6, 1, 1, 4, 6, 2, 2, 4, 5, 4, 5, 3, 6, 2, 3, 3, 5, 2, 4, 1, 5, 1, 6, 6, 1, 5, 2, 6, 6, 2, 4, 2, 4, 1, 4, 2, 3, 2, 2, 6, 4, 1, 4, 3, 4, 2, 1, 1, 1, 2, 1, 3, 5, 4, 3, 5, 6, 1, 4, 4, 5, 3, 4, 6, 5, 6, 4, 6]",L-21 S-62 L-21 S-54 S-54 L-51 S-98 S-98 S-87 L-28 S-98 L-1 S-54 
18,"[0, 38, 41, 47, 53, 59, 65, 70, 74, 76, 78, 84, 89, 75, 81, 85, 91, 96, 100]","[1, 3, 6, 6, 6, 6, 5, 4, 2, 2, 6, 5, 6, 6, 4, 6, 5, 4]",L-1 S-95 
102,"[0, 3, 6, 10, 15, 16, 20, 24, 26, 29, 32, 38, 41, 42, 47, 50, 34, 38, 39, 44, 46, 52, 53, 34, 39, 41, 43, 45, 49, 50, 67, 72, 75, 81, 83, 24, 26, 32, 36, 39, 45, 48, 50, 67, 91, 75, 81, 83, 86, 88, 90, 73, 74, 75, 77, 78, 82, 24, 26, 29, 35, 37, 39, 44, 50, 56, 61, 60, 60, 63, 65, 91, 97, 38, 40, 43, 47, 49, 53, 55, 57, 19, 20, 23, 27, 29, 30, 32, 34, 37, 38, 41, 45, 46, 52, 53, 58, 63, 68, 69, 91, 75, 100]","[3, 3, 4, 5, 1, 4, 4, 2, 3, 3, 6, 3, 1, 5, 3, 4, 4, 1, 5, 2, 6, 1, 1, 5, 2, 2, 2, 4, 1, 1, 5, 3, 6, 2, 4, 2, 6, 4, 3, 6, 3, 2, 1, 4, 4, 6, 2, 3, 2, 2, 3, 1, 1, 2, 1, 4, 5, 2, 3, 6, 2, 2, 5, 6, 6, 5, 3, 4, 3, 2, 6, 6, 4, 2, 3, 4, 2, 4, 2, 2, 5, 1, 3, 4, 2, 1, 2, 2, 3, 1, 3, 4, 1, 6, 1, 5, 5, 5, 1, 2, 4, 5]",S-54 S-54 L-51 S-87 L-51 L-71 S-95 S-93 S-87 S-64 S-64 L-71 L-1 S-62 L-71 S-95 L-80 
